49.999,27.166
49.996,29.124
49.99,30.332
49.982,31.217
49.972,31.921
49.96,32.506
49.946,33.008
49.929,33.449
49.91,33.841
49.889,34.195
49.866,34.517
49.84,34.813
49.812,35.087
49.781,35.341
49.748,35.578
49.713,35.8
49.675,36.009
49.635,36.206
49.592,36.392
49.547,36.569
49.499,36.737
49.449,36.896
49.396,37.048
49.34,37.193
49.281,37.332
49.22,37.464
49.156,37.591
49.088,37.712
49.018,37.829
48.944,37.94
48.868,38.047
48.788,38.15
48.705,38.249
48.618,38.344
48.527,38.435
48.433,38.522
48.335,38.606
48.233,38.687
48.127,38.765
48.017,38.839
47.902,38.911
47.782,38.98
47.658,39.046
47.528,39.109
47.393,39.17
47.252,39.228
47.105,39.284
46.952,39.337
46.792,39.388
46.624,39.436
46.449,39.483
46.266,39.527
46.074,39.569
45.872,39.609
45.66,39.646
45.437,39.682
45.201,39.716
44.951,39.748
44.686,39.777
44.404,39.805
44.103,39.831
43.78,39.855
43.432,39.877
43.054,39.897
42.643,39.915
42.19,39.932
41.687,39.947
41.12,39.96
40.47,39.971
39.708,39.98
38.784,39.988
37.604,39.993
35.948,39.997
33.045,39.999
-29.502,40
-34.728,39.999
-36.838,39.996
-38.22,39.991
-39.259,39.984
-40.095,39.976
-40.798,39.965
-41.404,39.954
-41.939,39.94
-42.416,39.924
-42.848,39.907
-43.242,39.887
-43.604,39.866
-43.94,39.843
-44.252,39.818
-44.543,39.792
-44.817,39.763
-45.074,39.732
-45.317,39.7
-45.547,39.665
-45.765,39.628
-45.972,39.59
-46.169,39.549
-46.356,39.506
-46.536,39.46
-46.707,39.413
-46.87,39.363
-47.027,39.311
-47.177,39.257
-47.321,39.2
-47.459,39.14
-47.592,39.079
-47.719,39.014
-47.841,38.947
-47.958,38.876
-48.071,38.803
-48.179,38.727
-48.283,38.648
-48.383,38.566
-48.48,38.48
-48.572,38.391
-48.66,38.298
-48.746,38.201
-48.827,38.1
-48.906,37.996
-48.981,37.886
-49.053,37.773
-49.121,37.654
-49.187,37.53
-49.25,37.4
-49.31,37.265
-49.367,37.124
-49.422,36.975
-49.474,36.82
-49.523,36.656
-49.569,36.484
-49.613,36.303
-49.655,36.112
-49.694,35.909
-49.73,35.694
-49.765,35.464
-49.796,35.219
-49.826,34.956
-49.853,34.672
-49.877,34.364
-49.9,34.027
-49.92,33.655
-49.938,33.241
-49.953,32.773
-49.966,32.233
-49.978,31.596
-49.986,30.815
-49.993,29.799
-49.997,28.321
-50,25.397
-50,-25.329
-49.998,-28.296
-49.993,-29.783
-49.987,-30.803
-49.978,-31.587
-49.967,-32.225
-49.953,-32.766
-49.938,-33.235
-49.92,-33.65
-49.9,-34.022
-49.878,-34.36
-49.853,-34.668
-49.826,-34.953
-49.797,-35.216
-49.765,-35.461
-49.731,-35.691
-49.694,-35.906
-49.655,-36.109
-49.614,-36.301
-49.57,-36.482
-49.524,-36.654
-49.474,-36.818
-49.423,-36.973
-49.368,-37.122
-49.311,-37.263
-49.251,-37.399
-49.188,-37.528
-49.122,-37.652
-49.053,-37.771
-48.982,-37.885
-48.907,-37.994
-48.828,-38.099
-48.747,-38.2
-48.662,-38.297
-48.573,-38.39
-48.481,-38.479
-48.385,-38.565
-48.285,-38.647
-48.181,-38.726
-48.072,-38.802
-47.96,-38.875
-47.843,-38.946
-47.72,-39.013
-47.593,-39.078
-47.461,-39.14
-47.323,-39.199
-47.179,-39.256
-47.029,-39.311
-46.873,-39.363
-46.709,-39.412
-46.538,-39.46
-46.359,-39.505
-46.171,-39.548
-45.974,-39.589
-45.768,-39.628
-45.55,-39.665
-45.32,-39.699
-45.078,-39.732
-44.82,-39.763
-44.547,-39.791
-44.256,-39.818
-43.944,-39.843
-43.609,-39.866
-43.247,-39.887
-42.853,-39.906
-42.422,-39.924
-41.945,-39.94
-41.412,-39.953
-40.807,-39.965
-40.105,-39.976
-39.271,-39.984
-38.235,-39.991
-36.86,-39.996
-34.765,-39.999
-29.659,-40
32.987,-40
35.921,-39.997
37.586,-39.993
38.771,-39.988
39.697,-39.98
40.461,-39.971
41.111,-39.96
41.679,-39.947
42.184,-39.932
42.637,-39.916
43.049,-39.897
43.427,-39.877
43.775,-39.855
44.099,-39.831
44.4,-39.805
44.682,-39.778
44.947,-39.748
45.197,-39.716
45.434,-39.683
45.657,-39.647
45.87,-39.609
46.071,-39.569
46.264,-39.527
46.447,-39.483
46.622,-39.437
46.789,-39.388
46.95,-39.338
47.103,-39.284
47.25,-39.229
47.391,-39.171
47.526,-39.11
47.656,-39.047
47.78,-38.981
47.9,-38.912
48.015,-38.84
48.126,-38.766
48.232,-38.688
48.334,-38.607
48.432,-38.523
48.526,-38.436
48.617,-38.345
48.703,-38.25
48.787,-38.151
48.867,-38.049
48.943,-37.942
49.017,-37.83
49.087,-37.714
49.155,-37.592
49.219,-37.466
49.281,-37.334
49.339,-37.195
49.395,-37.05
49.448,-36.898
49.499,-36.739
49.547,-36.571
49.592,-36.395
49.635,-36.209
49.675,-36.012
49.712,-35.803
49.748,-35.581
49.781,-35.344
49.811,-35.09
49.839,-34.817
49.865,-34.521
49.889,-34.199
49.91,-33.846
49.929,-33.454
49.946,-33.015
49.96,-32.513
49.972,-31.929
49.982,-31.228
49.99,-30.345
49.996,-29.144
49.999,-27.202
50,-16.465
49.999,27.166
