     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
 4.92668      nan
 3.42591      nan
  4.7788 -23.7475
 8.14891 -29.1662
     nan  -31.562
     nan -32.1748
     nan -30.9529
     nan -26.7013
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
     nan      nan
 11.5328      nan
 14.9723      nan
 16.5627 -17.0193
 14.6753 -11.3911
     nan -8.71793
     nan -7.90158
     nan -9.42451
     nan -12.6261
     nan      nan
     nan      nan
     nan      nan
     nan      nan
