-26.7791
-23.9603
-21.1414
-18.3226
-15.5037
-12.6848
-9.86599
-7.04714
-4.22828
-1.40943
1.40943
4.22828
7.04714
9.86599
12.6848
15.5037
18.3226
21.1414
23.9603
26.7791
