-10.004,11.109
-10.016,11.701
-10.037,12.055
-10.067,12.305
-10.108,12.493
-10.16,12.639
-10.228,12.753
-10.314,12.842
-10.427,12.909
-10.583,12.956
-10.826,12.986
-11.403,12.999
-18.934,12.996
-19.293,12.976
-19.49,12.939
-19.624,12.883
-19.725,12.807
-19.803,12.708
-19.863,12.581
-19.911,12.419
-19.947,12.208
-19.973,11.923
-19.99,11.497
-19.999,10.655
-19.999,-4.5357
-19.991,-5.4528
-19.975,-5.8958
-19.949,-6.1893
-19.914,-6.4047
-19.868,-6.5701
-19.808,-6.6993
-19.732,-6.8003
-19.633,-6.8778
-19.502,-6.9348
-19.312,-6.9735
-18.976,-6.9949
-11.515,-6.9996
-10.851,-6.9879
-10.598,-6.9594
-10.438,-6.9131
-10.322,-6.8477
-10.234,-6.7608
-10.165,-6.6486
-10.111,-6.5054
-10.07,-6.3211
-10.039,-6.0776
-10.017,-5.7347
-10.004,-5.1722
-10,-2.8904
-10.004,11.109
