1.6859,-1.0701,0.11235
-1.6859,1.0701,0.11235
1.6859,1.0701,-0.11235
-1.6859,-1.0701,-0.11235
1.75,0,0
-1.75,0,0
0,1.25,0
0,-1.25,0
0,0,0.29397
0,0,-0.29397
