13,25,36
31,32,25
25,33,34
36,25,35
14,15,24
31,26,30
23,18,19
20,21,22
37,13,36
17,18,24
11,12,49
13,14,24
49,40,41
8,9,1
10,11,1
10,1,9
39,40,49
2,4,5
1,2,6
3,4,2
26,31,25
32,33,25
35,25,34
24,25,13
26,27,29
28,29,27
29,30,26
23,24,18
22,23,20
19,20,23
16,17,24
15,16,24
38,12,37
12,13,37
7,8,1
49,12,38
6,7,1
5,6,2
39,49,38
41,48,49
49,1,11
42,48,41
42,43,48
43,44,48
44,47,48
45,47,44
46,47,45
