5,14,15
5,6,14
16,3,4
16,17,3
10,11,9
8,12,7
12,13,7
8,11,12
9,11,8
4,5,15
16,4,15
2,3,17
18,2,17
18,1,2
18,19,1
13,6,7
14,6,13
