0.233164 0.00946727
0.231207 0.00901279
0.229516 0.00900186
0.231641 0.00900369
0.233679 0.00896021
0.232262 0.00898881
0.231771 0.00899808
0.232303 0.00898488
0.230874 0.00900101
0.232724 0.00913594
0.232839 0.00906663
0.229277 0.00900424
0.234463 0.00902665
0.230131 0.0090296
0.23138 0.00900886
0.231202 0.00896084
0.232678 0.00895218
0.230374 0.0090562
0.229368 0.00901214
0.230952 0.00905934
0.23229 0.00901125
0.230015 0.00901473
0.23233 0.00900953
0.234184 0.0089764
0.231064 0.00898284
0.236034 0.00897206
0.231631 0.0090632
0.230728 0.00899245
0.230955 0.00907304
0.230577 0.00900654
0.228155 0.00903819
0.232844 0.00904587
0.228781 0.00945812
0.235054 0.00936568
0.236714 0.00949824
0.237804 0.0096421
0.235461 0.00946396
0.235679 0.00915679
0.228843 0.00908613
0.230502 0.00912573
0.233016 0.00903237
0.230721 0.00914622
0.230921 0.0119056
0.236825 0.0094935
0.243169 0.00931819
0.236941 0.0092229
0.236758 0.00951126
0.239834 0.00923498
0.232423 0.00910457
0.239133 0.00939132
