1.27203 1
1.118 1
1.09241 1
1.25388 0
1.15432 1
1.04072 0
0.960282 1
1.00765 1
0.561137 1
1.01928 1
1.59538 0
1.05155 1
1.19206 1
1.13562 1
1.10171 0
1.04423 1
1.17883 1
1.09947 1
1.06676 1
0.362232 1
1.12087 1
1.03939 0
1.38993 1
1.21686 1
1.27086 1
0.741304 1
1.16507 1
1.47417 1
0.703776 1
1.4636 1
1.17289 1
1.48758 0
1.33412 0
1.13104 1
0.678544 1
1.52967 1
0.514301 1
1.33155 1
0.81084 1
1.6362 1
1.13192 1
1.08066 1
1.32971 1
1.42738 1
1.24105 1
1.0637 1
1.05892 0
1.56778 1
1.11759 1
1.43202 0
