69.998,27.166
69.994,29.124
69.986,30.332
69.975,31.217
69.961,31.921
69.944,32.506
69.924,33.008
69.901,33.449
69.874,33.841
69.845,34.195
69.812,34.517
69.776,34.813
69.736,35.087
69.694,35.341
69.648,35.578
69.598,35.8
69.545,36.009
69.489,36.206
69.429,36.392
69.366,36.569
69.299,36.737
69.228,36.896
69.154,37.048
69.076,37.193
68.994,37.332
68.908,37.464
68.818,37.591
68.724,37.712
68.625,37.829
68.522,37.94
68.415,38.047
68.303,38.15
68.186,38.249
68.065,38.344
67.938,38.435
67.807,38.522
67.669,38.606
67.527,38.687
67.378,38.765
67.223,38.839
67.062,38.911
66.895,38.98
66.721,39.046
66.539,39.109
66.35,39.17
66.153,39.228
65.947,39.284
65.732,39.337
65.508,39.388
65.274,39.436
65.029,39.483
64.773,39.527
64.504,39.569
64.221,39.609
63.924,39.646
63.611,39.682
63.281,39.716
62.931,39.748
62.56,39.777
62.165,39.805
61.744,39.831
61.292,39.855
60.804,39.877
60.276,39.897
59.7,39.915
59.066,39.932
58.361,39.947
57.567,39.96
56.658,39.971
55.591,39.98
54.298,39.988
52.646,39.993
50.328,39.997
46.263,39.999
-41.302,40
-48.619,39.999
-51.573,39.996
-53.508,39.991
-54.962,39.984
-56.133,39.976
-57.117,39.965
-57.966,39.954
-58.714,39.94
-59.382,39.924
-59.987,39.907
-60.539,39.887
-61.046,39.866
-61.516,39.843
-61.953,39.818
-62.361,39.792
-62.744,39.763
-63.104,39.732
-63.444,39.7
-63.766,39.665
-64.071,39.628
-64.36,39.59
-64.636,39.549
-64.899,39.506
-65.15,39.46
-65.389,39.413
-65.619,39.363
-65.838,39.311
-66.048,39.257
-66.25,39.2
-66.443,39.14
-66.628,39.079
-66.806,39.014
-66.977,38.947
-67.142,38.876
-67.299,38.803
-67.451,38.727
-67.597,38.648
-67.737,38.566
-67.871,38.48
-68.001,38.391
-68.125,38.298
-68.244,38.201
-68.358,38.1
-68.468,37.996
-68.573,37.886
-68.674,37.773
-68.77,37.654
-68.862,37.53
-68.95,37.4
-69.034,37.265
-69.114,37.124
-69.191,36.975
-69.263,36.82
-69.332,36.656
-69.397,36.484
-69.459,36.303
-69.517,36.112
-69.571,35.909
-69.623,35.694
-69.67,35.464
-69.715,35.219
-69.756,34.956
-69.794,34.672
-69.828,34.364
-69.86,34.027
-69.888,33.655
-69.913,33.241
-69.934,32.773
-69.953,32.233
-69.969,31.596
-69.981,30.815
-69.99,29.799
-69.996,28.321
-70,25.397
-70,-25.329
-69.997,-28.296
-69.99,-29.783
-69.981,-30.803
-69.969,-31.587
-69.953,-32.225
-69.935,-32.766
-69.913,-33.235
-69.888,-33.65
-69.86,-34.022
-69.829,-34.36
-69.794,-34.668
-69.756,-34.953
-69.715,-35.216
-69.671,-35.461
-69.623,-35.691
-69.572,-35.906
-69.518,-36.109
-69.46,-36.301
-69.398,-36.482
-69.333,-36.654
-69.264,-36.818
-69.192,-36.973
-69.115,-37.122
-69.035,-37.263
-68.951,-37.399
-68.863,-37.528
-68.771,-37.652
-68.675,-37.771
-68.574,-37.885
-68.469,-37.994
-68.36,-38.099
-68.245,-38.2
-68.126,-38.297
-68.002,-38.39
-67.873,-38.479
-67.739,-38.565
-67.599,-38.647
-67.453,-38.726
-67.301,-38.802
-67.144,-38.875
-66.98,-38.946
-66.809,-39.013
-66.631,-39.078
-66.445,-39.14
-66.252,-39.199
-66.051,-39.256
-65.841,-39.311
-65.622,-39.363
-65.393,-39.412
-65.153,-39.46
-64.902,-39.505
-64.64,-39.548
-64.364,-39.589
-64.075,-39.628
-63.77,-39.665
-63.448,-39.699
-63.109,-39.732
-62.749,-39.763
-62.366,-39.791
-61.958,-39.818
-61.522,-39.843
-61.053,-39.866
-60.546,-39.887
-59.995,-39.906
-59.391,-39.924
-58.723,-39.94
-57.977,-39.953
-57.129,-39.965
-56.148,-39.976
-54.979,-39.984
-53.529,-39.991
-51.603,-39.996
-48.67,-39.999
-41.522,-40
46.181,-40
50.29,-39.997
52.62,-39.993
54.279,-39.988
55.576,-39.98
56.645,-39.971
57.556,-39.96
58.351,-39.947
59.057,-39.932
59.692,-39.916
60.269,-39.897
60.798,-39.877
61.285,-39.855
61.738,-39.831
62.16,-39.805
62.555,-39.778
62.926,-39.748
63.276,-39.716
63.607,-39.683
63.92,-39.647
64.217,-39.609
64.5,-39.569
64.769,-39.527
65.026,-39.483
65.271,-39.437
65.505,-39.388
65.729,-39.338
65.944,-39.284
66.15,-39.229
66.347,-39.171
66.536,-39.11
66.718,-39.047
66.893,-38.981
67.06,-38.912
67.221,-38.84
67.376,-38.766
67.525,-38.688
67.667,-38.607
67.805,-38.523
67.937,-38.436
68.063,-38.345
68.185,-38.25
68.302,-38.151
68.414,-38.049
68.521,-37.942
68.624,-37.83
68.722,-37.714
68.817,-37.592
68.907,-37.466
68.993,-37.334
69.075,-37.195
69.153,-37.05
69.227,-36.898
69.298,-36.739
69.365,-36.571
69.429,-36.395
69.488,-36.209
69.545,-36.012
69.597,-35.803
69.647,-35.581
69.693,-35.344
69.736,-35.09
69.775,-34.817
69.811,-34.521
69.844,-34.199
69.874,-33.846
69.901,-33.454
69.924,-33.015
69.944,-32.513
69.961,-31.929
69.975,-31.228
69.986,-30.345
69.994,-29.144
69.998,-27.202
70,-16.465
69.998,27.166
