-3.0379,6.5722
-3.1572,9.7197
-3.356,12.765
-3.6311,15.658
-3.9779,18.352
-4.3908,20.802
-4.8629,22.967
-5.3866,24.813
-5.9531,26.309
-6.5533,27.431
-7.1772,28.159
-7.8146,28.483
-8.4551,28.396
-9.0881,27.901
-9.7032,27.005
-10.29,25.723
-10.84,24.076
-11.343,22.091
-11.791,19.801
-12.177,17.244
-12.494,14.46
-12.737,11.497
-12.903,8.4023
-12.988,5.2272
-12.991,2.0237
-12.913,-1.1555
-12.753,-4.2583
-12.516,-7.2337
-12.204,-10.033
-11.823,-12.61
-11.38,-14.922
-10.881,-16.932
-10.335,-18.607
-9.7504,-19.918
-9.1371,-20.845
-8.5051,-21.372
-7.8649,-21.491
-7.2268,-21.199
-6.6015,-20.502
-5.9991,-19.411
-5.4296,-17.943
-4.9022,-16.124
-4.4258,-13.982
-4.008,-11.553
-3.6558,-8.8773
-3.3749,-5.9981
-3.17,-2.9629
-3.0443,0.17843
-3.0001,3.3743
-3.0379,6.5722
