153,211,212
38,21,37
15,45,14
233,297,232
300,70,71
244,245,291
187,170,171
154,155,209
145,90,144
133,107,132
300,71,72
67,2,66
37,22,36
34,35,24
286,251,252
287,288,250
44,16,43
26,27,31
1,68,300
164,194,195
160,200,201
159,201,202
159,202,158
202,203,158
207,156,206
150,218,219
175,182,183
181,182,175
181,176,180
164,165,194
165,193,194
192,167,191
172,185,186
153,154,211
159,160,201
160,199,200
151,217,218
149,78,79
148,149,81
84,147,148
113,114,127
98,139,140
96,141,95
141,97,140
103,136,102
132,108,109
111,129,130
95,141,142
56,7,55
55,7,8
86,146,147
299,74,225
65,2,64
64,3,63
49,11,12
46,14,45
38,39,20
28,30,27
35,36,23
28,29,30
31,32,26
17,18,41
47,48,13
241,242,293
54,55,8
297,234,235
289,248,288
247,248,289
13,48,12
50,51,11
298,232,297
296,235,236
239,294,295
245,246,291
285,286,253
280,281,259
261,278,279
263,277,262
195,196,163
196,197,163
197,162,163
190,168,189
167,192,166
192,193,166
193,165,166
198,162,197
199,161,198
203,204,158
204,157,158
205,157,204
206,156,205
208,155,207
150,219,220
150,220,221
150,221,222
150,222,223
150,223,224
150,75,149
224,75,150
215,151,152
216,151,215
217,151,216
210,211,154
212,213,153
213,214,152
214,215,152
180,176,177
174,184,173
184,185,173
185,172,173
187,188,170
188,169,170
189,169,188
176,181,175
179,180,177
179,177,178
171,186,187
172,186,171
174,183,184
175,183,174
157,205,156
161,199,160
162,198,161
164,195,163
167,190,191
168,190,167
169,189,168
154,209,210
155,208,209
156,207,155
151,218,150
153,213,152
148,82,83
146,88,145
145,89,90
144,92,143
143,94,142
140,97,98
139,100,138
138,101,137
137,101,102
130,131,110
129,112,128
128,113,127
136,137,102
135,136,104
134,106,133
131,132,109
126,127,114
115,126,114
124,125,117
123,124,118
122,123,119
121,122,120
120,122,119
115,125,126
113,128,112
112,129,111
119,123,118
118,124,117
117,125,116
116,125,115
93,143,92
92,144,91
91,144,90
89,145,88
88,146,87
87,146,86
86,147,85
80,149,79
78,149,77
77,149,76
85,147,84
84,148,83
82,148,81
81,149,80
97,141,96
95,142,94
94,143,93
105,134,135
101,138,100
100,139,99
99,139,98
111,130,110
110,131,109
108,132,107
107,133,106
106,134,105
105,135,104
104,136,103
47,13,46
45,15,44
44,15,16
43,17,42
42,17,41
41,18,40
40,18,19
51,52,10
50,11,49
49,12,48
57,7,56
54,8,53
53,9,52
52,9,10
298,299,227
70,300,69
69,300,68
76,149,75
75,224,225
74,300,73
73,300,72
66,2,65
63,3,62
62,4,61
61,4,60
60,5,59
59,5,58
58,6,57
30,31,27
33,34,25
39,40,19
32,33,25
25,26,32
24,25,34
23,24,35
22,23,36
21,22,37
20,21,38
19,20,39
51,10,11
53,8,9
57,6,7
16,17,43
46,13,14
58,5,6
60,4,5
62,3,4
64,2,3
67,68,1
67,1,2
300,299,1
300,74,299
297,235,296
230,231,298
226,227,299
249,250,288
247,289,290
244,291,292
239,240,294
281,258,259
282,258,281
257,258,282
256,282,283
254,255,284
286,252,253
251,286,287
263,276,277
264,276,263
277,278,262
266,274,265
271,269,270
272,269,271
273,267,268
276,264,275
264,265,275
265,274,275
266,267,274
267,273,274
268,272,273
269,272,268
240,241,294
241,293,294
242,292,293
236,237,296
237,295,296
238,295,237
239,295,238
225,74,75
226,299,225
228,298,227
229,298,228
230,298,229
232,298,231
234,297,233
243,292,242
244,292,243
246,290,291
247,290,246
249,288,248
251,287,250
253,254,285
259,260,280
260,279,280
261,279,260
262,278,261
254,284,285
255,283,284
256,283,255
257,282,256
