296,297,234
38,22,37
153,154,212
15,45,46
1,70,71
244,290,291
189,170,188
155,208,209
144,91,143
133,106,132
1,71,72
67,2,66
37,23,36
34,35,25
286,251,285
286,287,250
45,16,44
26,27,33
67,68,2
164,196,197
199,200,161
161,201,160
159,202,203
205,157,158
207,157,206
217,218,151
173,174,185
177,182,176
181,182,177
195,165,194
165,166,194
166,167,193
172,173,186
212,154,211
159,160,202
160,201,202
151,218,219
149,78,79
80,149,79
83,147,148
113,126,127
98,138,139
96,140,141
141,95,96
103,135,102
132,107,131
110,129,130
94,141,142
56,7,8
55,56,8
85,146,147
299,74,225
65,3,64
64,3,63
50,11,12
46,14,15
38,39,21
28,32,27
35,36,24
17,18,43
47,48,14
13,48,49
239,240,293
54,55,9
297,232,233
283,254,255
247,248,288
247,288,289
53,9,10
298,231,297
296,235,236
237,238,295
245,290,244
259,280,258
279,280,259
262,276,277
195,164,165
196,164,195
197,198,163
190,169,189
191,168,190
192,167,168
193,194,166
198,162,163
199,162,198
203,204,159
204,158,159
205,158,204
206,157,205
208,156,207
150,219,220
150,220,221
150,221,222
150,222,223
150,223,224
150,75,149
224,75,150
215,216,152
216,151,152
217,151,216
210,154,155
212,213,153
213,214,153
214,215,152
178,181,177
183,176,182
184,175,183
185,186,173
187,172,186
188,171,187
189,169,170
176,183,175
178,180,181
179,180,178
171,188,170
172,187,171
174,184,185
175,184,174
157,207,156
161,200,201
162,199,161
164,197,163
167,192,193
168,191,192
169,190,168
154,210,211
155,209,210
156,208,155
151,219,150
153,214,152
148,82,83
146,87,145
145,89,144
144,89,90
143,92,142
140,97,139
139,97,98
138,100,137
137,101,136
130,131,109
129,111,128
128,112,127
136,101,102
135,136,102
134,135,104
131,108,109
126,113,114
125,126,114
115,125,114
115,124,125
122,123,117
121,122,118
120,121,119
116,123,124
113,127,112
112,128,111
119,121,118
118,122,117
117,123,116
116,124,115
93,142,92
92,143,91
91,144,90
89,145,88
88,145,87
87,146,86
86,146,85
80,148,149
78,149,77
77,149,76
85,147,84
84,147,83
82,148,81
81,148,80
97,140,96
95,141,94
94,142,93
105,133,134
101,137,100
100,138,99
99,138,98
111,129,110
110,130,109
108,131,107
107,132,106
106,133,105
105,134,104
104,135,103
47,14,46
45,15,16
44,17,43
43,18,42
42,18,19
41,42,19
40,41,19
51,11,50
50,12,49
49,12,13
57,7,56
54,9,53
53,10,52
52,11,51
231,298,230
70,1,69
69,1,68
76,149,75
75,224,225
74,1,73
73,1,72
66,2,65
63,4,62
62,4,61
61,5,60
60,6,59
59,6,58
58,7,57
28,31,32
33,34,26
29,30,31
28,29,31
39,40,20
32,33,27
25,26,34
24,25,35
23,24,36
22,23,37
21,22,38
20,21,39
48,13,14
52,10,11
55,8,9
19,20,40
16,17,44
58,6,7
60,5,6
61,4,5
63,3,4
65,2,3
68,1,2
74,299,1
234,235,296
226,227,298
226,298,299
249,287,288
245,246,290
242,243,292
239,293,294
281,258,280
257,258,281
256,281,282
284,285,253
285,252,253
251,252,285
249,250,287
263,275,276
263,276,262
261,278,260
263,264,275
271,268,270
272,266,267
273,274,265
275,264,274
264,265,274
265,266,273
266,272,273
267,271,272
268,271,267
269,270,268
240,241,293
241,292,293
242,292,241
236,295,296
237,295,236
238,294,295
239,294,238
225,74,75
226,299,225
228,298,227
229,298,228
230,298,229
232,297,231
234,297,233
243,291,292
244,291,243
246,289,290
247,289,246
249,288,248
251,286,250
253,254,284
259,260,279
260,278,279
261,277,278
262,277,261
254,283,284
255,282,283
256,282,255
257,281,256
