0.567166 1
0.563715 1
0.387555 1
0.73484 1
0.407799 1
0.27419 1
0.784177 1
0.53443 1
3.19852 1
2.80136 1
2.00935 1
1.14066 1
0.616762 1
3.53813 1
1.96765 1
3.43055 1
0.314372 1
0.475188 1
6.25726 1
1.3217 1
3.69485 1
0.773745 1
1.54577 1
1.24245 1
0.546637 1
0.533014 1
1.67687 1
2.39861 1
0.810588 1
0.446771 1
2.7761 1
0.96227 1
1.04445 1
0.70374 1
2.30374 1
2.54483 1
0.530086 1
0.430013 1
0.521325 1
0.543701 1
0.876018 1
0.502419 1
0.512635 1
1.6179 1
0.758078 1
0.796918 1
2.47051 1
1.27141 1
0.523006 1
2.37449 1
0.480417 1
0.22722 1
0.282699 1
2.30052 1
0.318025 1
0.535838 1
0.762693 1
1.13537 1
1.15472 1
0.289923 1
0.437572 1
1.21644 1
2.02742 1
1.34549 1
3.32691 1
0.883025 1
1.46208 1
0.684728 1
1.53143 1
0.33266 1
1.19744 1
1.58273 1
0.738447 1
2.10975 1
2.26802 1
0.450885 1
0.813663 1
0.9101 1
0.436789 1
1.59393 1
3.1017 1
0.632988 1
1.359 1
0.271513 1
1.07033 1
1.08174 1
0.527223 1
1.35428 1
0.863656 1
1.92266 1
0.261801 1
1.94624 1
0.587496 1
0.458741 1
2.145 1
0.43902 1
1.11792 1
2.33217 1
1.00178 1
0.527696 1
